workbook_row_id,resolution_id,execution_id,import_row_id,organization_seed,source_type,search_query_1,search_query_2,search_query_3,search_query_4,resolved_source_url,resolved_source_title,resolved_organization_name,resolved_contact_page_url,resolved_contact_route,resolved_contact_route_type,resolved_contact_person_or_role,evidence_note,founder_review_notes,resolution_status
BD_RESOLUTION_WORKBOOK_0138,BD_SOURCE_RESOLUTION_0138,IMPORT_EXEC_0138,BD_SOURCE_IMPORT_ROW_000138,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0139,BD_SOURCE_RESOLUTION_0139,IMPORT_EXEC_0139,BD_SOURCE_IMPORT_ROW_000139,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0140,BD_SOURCE_RESOLUTION_0140,IMPORT_EXEC_0140,BD_SOURCE_IMPORT_ROW_000140,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0141,BD_SOURCE_RESOLUTION_0141,IMPORT_EXEC_0141,BD_SOURCE_IMPORT_ROW_000141,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0142,BD_SOURCE_RESOLUTION_0142,IMPORT_EXEC_0142,BD_SOURCE_IMPORT_ROW_000142,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0143,BD_SOURCE_RESOLUTION_0143,IMPORT_EXEC_0143,BD_SOURCE_IMPORT_ROW_000143,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0144,BD_SOURCE_RESOLUTION_0144,IMPORT_EXEC_0144,BD_SOURCE_IMPORT_ROW_000144,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0145,BD_SOURCE_RESOLUTION_0145,IMPORT_EXEC_0145,BD_SOURCE_IMPORT_ROW_000145,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0146,BD_SOURCE_RESOLUTION_0146,IMPORT_EXEC_0146,BD_SOURCE_IMPORT_ROW_000146,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0147,BD_SOURCE_RESOLUTION_0147,IMPORT_EXEC_0147,BD_SOURCE_IMPORT_ROW_000147,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0148,BD_SOURCE_RESOLUTION_0148,IMPORT_EXEC_0148,BD_SOURCE_IMPORT_ROW_000148,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0149,BD_SOURCE_RESOLUTION_0149,IMPORT_EXEC_0149,BD_SOURCE_IMPORT_ROW_000149,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0150,BD_SOURCE_RESOLUTION_0150,IMPORT_EXEC_0150,BD_SOURCE_IMPORT_ROW_000150,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0151,BD_SOURCE_RESOLUTION_0151,IMPORT_EXEC_0151,BD_SOURCE_IMPORT_ROW_000151,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0152,BD_SOURCE_RESOLUTION_0152,IMPORT_EXEC_0152,BD_SOURCE_IMPORT_ROW_000152,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0153,BD_SOURCE_RESOLUTION_0153,IMPORT_EXEC_0153,BD_SOURCE_IMPORT_ROW_000153,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0154,BD_SOURCE_RESOLUTION_0154,IMPORT_EXEC_0154,BD_SOURCE_IMPORT_ROW_000154,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0155,BD_SOURCE_RESOLUTION_0155,IMPORT_EXEC_0155,BD_SOURCE_IMPORT_ROW_000155,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0156,BD_SOURCE_RESOLUTION_0156,IMPORT_EXEC_0156,BD_SOURCE_IMPORT_ROW_000156,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0157,BD_SOURCE_RESOLUTION_0157,IMPORT_EXEC_0157,BD_SOURCE_IMPORT_ROW_000157,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0158,BD_SOURCE_RESOLUTION_0158,IMPORT_EXEC_0158,BD_SOURCE_IMPORT_ROW_000158,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0159,BD_SOURCE_RESOLUTION_0159,IMPORT_EXEC_0159,BD_SOURCE_IMPORT_ROW_000159,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0160,BD_SOURCE_RESOLUTION_0160,IMPORT_EXEC_0160,BD_SOURCE_IMPORT_ROW_000160,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0161,BD_SOURCE_RESOLUTION_0161,IMPORT_EXEC_0161,BD_SOURCE_IMPORT_ROW_000161,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0162,BD_SOURCE_RESOLUTION_0162,IMPORT_EXEC_0162,BD_SOURCE_IMPORT_ROW_000162,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0163,BD_SOURCE_RESOLUTION_0163,IMPORT_EXEC_0163,BD_SOURCE_IMPORT_ROW_000163,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0164,BD_SOURCE_RESOLUTION_0164,IMPORT_EXEC_0164,BD_SOURCE_IMPORT_ROW_000164,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0165,BD_SOURCE_RESOLUTION_0165,IMPORT_EXEC_0165,BD_SOURCE_IMPORT_ROW_000165,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0166,BD_SOURCE_RESOLUTION_0166,IMPORT_EXEC_0166,BD_SOURCE_IMPORT_ROW_000166,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0167,BD_SOURCE_RESOLUTION_0167,IMPORT_EXEC_0167,BD_SOURCE_IMPORT_ROW_000167,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0168,BD_SOURCE_RESOLUTION_0168,IMPORT_EXEC_0168,BD_SOURCE_IMPORT_ROW_000168,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0169,BD_SOURCE_RESOLUTION_0169,IMPORT_EXEC_0169,BD_SOURCE_IMPORT_ROW_000169,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0170,BD_SOURCE_RESOLUTION_0170,IMPORT_EXEC_0170,BD_SOURCE_IMPORT_ROW_000170,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0171,BD_SOURCE_RESOLUTION_0171,IMPORT_EXEC_0171,BD_SOURCE_IMPORT_ROW_000171,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0172,BD_SOURCE_RESOLUTION_0172,IMPORT_EXEC_0172,BD_SOURCE_IMPORT_ROW_000172,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0173,BD_SOURCE_RESOLUTION_0173,IMPORT_EXEC_0173,BD_SOURCE_IMPORT_ROW_000173,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0174,BD_SOURCE_RESOLUTION_0174,IMPORT_EXEC_0174,BD_SOURCE_IMPORT_ROW_000174,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0175,BD_SOURCE_RESOLUTION_0175,IMPORT_EXEC_0175,BD_SOURCE_IMPORT_ROW_000175,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0176,BD_SOURCE_RESOLUTION_0176,IMPORT_EXEC_0176,BD_SOURCE_IMPORT_ROW_000176,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0177,BD_SOURCE_RESOLUTION_0177,IMPORT_EXEC_0177,BD_SOURCE_IMPORT_ROW_000177,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0178,BD_SOURCE_RESOLUTION_0178,IMPORT_EXEC_0178,BD_SOURCE_IMPORT_ROW_000178,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0179,BD_SOURCE_RESOLUTION_0179,IMPORT_EXEC_0179,BD_SOURCE_IMPORT_ROW_000179,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0180,BD_SOURCE_RESOLUTION_0180,IMPORT_EXEC_0180,BD_SOURCE_IMPORT_ROW_000180,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
